time,GRID1:omega,GEN1:Vt,GEN1:Vfd,GEN1:Id,GEN1:Iq,GEN1:Vd,GEN1:Vq,GEN1:P,GEN1:Q,GRID1:delta,GEN1:delta,GEN1:omega
0.68,0.9999999999999859,1.0023268222287591,1.1496693514915879,0.07593966491574795,0.10514178548107612,0.22920909094255676,0.9757675190271959,0.12000000072678027,0.050000005360401195,-0.012050259473110508,0.23457354529213312,1.0000000000001894
0.6900000000000001,0.9999999999999857,1.0023268222290174,1.1496693514924192,0.07593966491517248,0.1051417854691901,0.22920909094457098,0.9757675190269881,0.12000000071518148,0.0500000053623365,-0.012050259473155385,0.23457354529111024,0.9999999999995819
0.7000000000000001,0.9999999999999855,1.002326822229292,1.1496693514930012,0.07593966491345658,0.10514178545180262,0.22920909094545122,0.9757675190270635,0.1200000006978968,0.05000000536456072,-0.01205025947320096,0.23457354528821728,0.9999999999989936
0.71,0.9999999999999852,1.0023268222295814,1.149669351493339,0.07593966491064154,0.10514178542920403,0.22920909094521974,0.975767519027415,0.12000000067521999,0.050000005367044735,-0.012050259473247232,0.2345735452835266,0.9999999999984289
0.72,0.999999999999985,1.0023268222298825,1.1496693514934428,0.07593966490678043,0.1051417854017194,0.22920909094390732,0.9757675190280326,0.12000000064748163,0.050000005369761805,-0.012050259473294201,0.2345735452771241,0.9999999999978919
0.73,0.9999999999999848,1.0023268222301926,1.1496693514933223,0.07593966490193431,0.10514178536970703,0.22920909094155312,0.9757675190289042,0.1200000006150471,0.05000000537268436,-0.012050259473341868,0.2345735452691073,0.9999999999973864
0.74,0.9999999999999846,1.0023268222305088,1.1496693514929883,0.07593966489617225,0.10514178533355201,0.22920909093820366,0.9757675190300159,0.12000000057831,0.050000005375785576,-0.012050259473390234,0.234573545259585,0.9999999999969159
0.75,0.9999999999999843,1.0023268222308286,1.1496693514924545,0.07593966488956704,0.10514178529366647,0.22920909093391306,0.9757675190313522,0.12000000053769169,0.05000000537903515,-0.012050259473439297,0.234573545248676,0.9999999999964834
0.76,0.9999999999999841,1.0023268222311492,1.1496693514917369,0.07593966488219701,0.10514178525048234,0.22920909092874175,0.9757675190328963,0.1200000004936344,0.05000000538240289,-0.012050259473489058,0.23457354523650734,0.9999999999960913
0.77,0.9999999999999839,1.0023268222314683,1.1496693514908498,0.07593966487414296,0.10514178520444771,0.22920909092275596,0.9757675190346302,0.12000000044659698,0.0500000053858566,-0.012050259473539516,0.23457354522321297,0.9999999999957422
0.78,0.9999999999999837,1.0023268222317834,1.1496693514898106,0.07593966486549308,0.1051417851560224,0.2292090909160269,0.9757675190365345,0.12000000039705172,0.05000000538936797,-0.01205025947359067,0.23457354520893348,0.9999999999954376
0.79,0.9999999999999835,1.002326822232092,1.1496693514886367,0.0759396648563356,0.1051417851056755,0.2292090909086304,0.9757675190385889,0.1200000003454802,0.050000005392906055,-0.012050259473642523,0.2345735451938138,0.9999999999951791
0.8,0.9999999999999832,1.002326822232392,1.1496693514873453,0.07593966484676115,0.10514178505387911,0.22920909090064576,0.9757675190407727,0.12000000029236768,0.05000000539644117,-0.012050259473695073,0.23457354517800155,0.9999999999949675
0.81,0.999999999999983,1.0023268222326807,1.1496693514859555,0.07593966483686537,0.10514178500110359,0.2292090908921548,0.9757675190430637,0.12000000023819891,0.05000000539994856,-0.01205025947374832,0.23457354516164677,0.9999999999948034
0.8200000000000001,0.9999999999999828,1.0023268222329567,1.1496693514844856,0.0759396648267352,0.10514178494781827,0.22920909088324207,0.9757675190454409,0.120000000183456,0.05000000540339497,-0.012050259473802267,0.23457354514490036,0.9999999999946869
0.8300000000000001,0.9999999999999826,1.0023268222332178,1.1496693514829563,0.0759396648164675,0.10514178489448209,0.22920909087399297,0.9757675190478816,0.12000000012861309,0.05000000540675902,-0.012050259473856911,0.234573545127912,0.9999999999946177
0.84,0.9999999999999823,1.0023268222334625,1.149669351481385,0.07593966480615043,0.10514178484154388,0.22920909086449373,0.9757675190503644,0.12000000007413261,0.05000000541001319,-0.012050259473912252,0.23457354511082948,0.9999999999945953
0.85,0.9999999999999821,1.0023268222336892,1.1496693514797909,0.07593966479587347,0.10514178478943602,0.22920909085483024,0.9757675190528673,0.1200000000204612,0.05000000541313497,-0.01205025947396829,0.2345735450937982,0.9999999999946185
0.86,0.9999999999999819,1.0023268222338968,1.1496693514781928,0.07593966478572171,0.10514178473857408,0.2292090908450877,0.9757675190553691,0.1199999999680281,0.05000000541610157,-0.012050259474025026,0.23457354507695843,0.999999999994686
0.87,0.9999999999999817,1.0023268222340844,1.1496693514766088,0.07593966477577659,0.10514178468935141,0.22920909083534965,0.9757675190578493,0.11999999991723996,0.050000005418891935,-0.01205025947408246,0.23457354506044595,0.999999999994796
0.88,0.9999999999999815,1.0023268222342503,1.1496693514750558,0.07593966476612257,0.10514178464213657,0.22920909082569724,0.975767519060287,0.11999999986847978,0.05000000542149394,-0.01205025947414059,0.23457354504438938,0.9999999999949466
0.89,0.9999999999999812,1.0023268222343946,1.1496693514735494,0.07593966475682877,0.10514178459727368,0.2292090908162091,0.9757675190626641,0.11999999982210321,0.05000000542388645,-0.012050259474199418,0.23457354502891092,0.9999999999951353
0.9,0.999999999999981,1.0023268222345167,1.149669351472108,0.07593966474796611,0.10514178455507642,0.2292090908069602,0.9757675190649621,0.11999999977843634,0.05000000542605749,-0.012050259474258945,0.23457354501412445,0.9999999999953597
